color,sentence
yellow,83. He painted the wall yellow.
yellow,84. The fields were yellow with wheat.
yellow,85. I wanted a lighter yellow paint for the walls.
yellow,86. Most of Asians are yellow.
yellow,87. It was autumn and the leaves were yellow.
yellow,88. Yellow is the prevailing color in her room.
yellow,89. I don't think pink and yellow really go.
yellow,90. The walls were covered with a pale yellow wash.
yellow,91. The chicks were just balls of yellow fluff.
yellow,92. The leaves now are shading into red and yellow.
yellow,93. Green results from blending blue and yellow.
yellow,94. Bright yellow flowers appear in late summer.
yellow,95. The walls were painted yellow.
yellow,"96. Coral can be yellow, blue, or green."
yellow,97. They finished the table in yellow lacquer.
yellow,98. A pall of yellow smoke hung over the quarry.
yellow,99. The Yellow River is beginning to run dry.
yellow,100. We've had the bathroom done out in pale yellow.
yellow,"101. Red,(http://sentencedict.com/yellow.html) yellow and orange are called warm colours."
yellow,102. The Yellow River flows into the Bohai Sea.
yellow,103. The curtain was yellow with age.
yellow,104. Mix yellow with blue to make green.
yellow,105. The labels bear a yellow and black symbol.
yellow,106. The lamp shed a harsh yellow light.
yellow,107. Aim at the yellow circle.
yellow,108. In October the leaves turn orange and yellow.
yellow,109. He was a yellow gutless worm.
yellow,110. The burning coals started to flame yellow and orange.
yellow,111. The female fish is bright yellow with black markings.
yellow,"112. He wore odd socks, one red and one yellow."
yellow,113. She was dressed in yellow.
yellow,114. A yellow tongue of flame shot upwards.
yellow,115. The people in the Orient are mainly yellow or brown.
yellow,116. The letter was now yellow and beginning to curl up.
yellow,117. It was autumn and the leaves were beginning to yellow.
yellow,118. I'm sure that yellow lead matched up to that yellow socket.
yellow,119. The fog was yellow and acrid and bit at the back of the throat.
yellow,"120. Horizon Blue, Corn Yellow and Pistachio Green are just three of the vibrant colours in this range."
yellow,121. Their kitchen is painted an unusual shade of yellow/an unusual yellow shade.
yellow,122. If you need a plumber look in the Yellow Pages.
yellow,123. Some fog warning signs had been put up with flashing yellow lights.
yellow,124. There is too much yellow in the picture; it would look much better if the yellow is changed to bronze.
yellow,125. China is bounded on the east by the Yellow Sea.
yellow,126. Green and yellow lights blinked on the surface of the harbour.
yellow,127. She was driving a bright yellow Mk XI Lotus two-seater.
yellow,128. The new yellow cushions nicely set off the pale green of the chair covers.
yellow,129. Travellers are reminded that inoculation against yellow fever is advisable.
yellow,130. A traffic warden gave me a ticket for parking on a double yellow line.
yellow,131. A series of yellow arrows pointed the way to reception.
yellow,132. I could see a marshal on the finish line waving a yellow flag.
yellow,133. You can mix blue and yellow paint to make green one.
yellow,"134. A farmer was burning straw, the yellow billows of smoke spiralling lazily upward."
yellow,135. They have lifted water from the Yellow River onto the high land and reaped a good cotton harvest on a 300 - acre tract.
yellow,136. You might use a yellow filter to improve the clarity of a hazy horizon.
yellow,137. Tom was ordered off in the second half after another yellow card for fouling on the opposing player.
yellow,138. Red and yellow help to throw up the other colours in the design.
yellow,139. She had pale thin yellow hair she pulled back into a bun.
yellow,140. I love the bright yellow you've painted the children's room - it makes it look really jolly.
yellow,141. The toad has a distinctive yellow stripe down its back.
yellow,142. This room needs jollying up how about yellow and red wallpaper?
yellow,143. For our dining room I have chosen ochre yellow walls.
yellow,144. The band was playing far off in their blue and yellow uniforms.
yellow,145. The petals can be cooked with rice to colour it yellow.
yellow,146. The trees were beginning to turn orange and yellow with autumn colours.
yellow,"147. The goalkeeper stalled as starting the goal kick,being given a yellow card."
yellow,148. The fall foliage glowed red and yellow in the morning sunlight.
yellow,149. The doctor's waiting room was bright and cheerful with yellow walls and curtains.
yellow,150. The black tree was clearly defined against a yellow sky.
yellow,151. The low sun lit the fortress walls with yellow light.
yellow,152. He was a wizened old man with yellow skin and deep wrinkles.
yellow,153. Cook the duck until the juices run pale yellow when the flesh is pierced.
yellow,154. The sun had flooded the day with a pale yellow buttery light.
yellow,155. The flowers are bronzy in bud and bright yellow when open.
yellow,156. The boy became yellow as a guinea and thin as a matchstick after three years of miserable life.
yellow,157. Children scampered off the yellow school bus and into the playground.
yellow,158. Red and yellow peppers give a little colour to the sauce.
yellow,"159. As we flew into the airport, we could see a murky yellow smog hovering over the city."
yellow,160. He lit a cigarette and started to foul up the air with stinging yellow smoke.
yellow,161. He was poncing around in a pair of fluffy slippers/yellow silk dressing gown.
yellow,162. The leaves have yellow areas on the top and underneath are powdery orange spots.
yellow,"163. In her bright yellow coat, she was easily identifiable in the crowd."
yellow,164. Parking outside the police station on double yellow lines is just looking for trouble.
yellow,165. Sheep were munching their way through a yellow carpet of leaves.
yellow,166. This Stirlander bowmen wears a green and yellow uniform.
yellow,167. There was a band of yellow in the rock.
yellow,168. Gorse was ablaze with yellow blossom.
yellow,169. When I sent your lilies yesterday afternoon I saw some rather gorgeous yellow roses and packed them off to Madame Olenska.
yellow,170. On the long windowsill in her office sits an impressive bouquet of long-stemmed yellow roses.
yellow,"171. But the indefatigable Swans, yellow labels flapping from their shoulder bags(Sentencedict.com), would never dream of sitting anything out."
yellow,172. I told my dentist my teeth are going yellow. He told me to wear a brown tie. Rodney Dangerfield 
yellow,173. She wore a yellow taffeta ball gown with black pumps and matching bum bag for her liver treats!
yellow,"174. She walks back to her desk, takes out a large yellow box of chocolates and passes them around the room."
yellow,175. The only traffic in the whole area consisted of chugging yellow Navy tugboats which emitted heavy black smoke from their tall stacks.
yellow,"176. At the centre of each flower, the styles are a vivid orange, held well above the three golden yellow anthers."
yellow,177. She had driven slowly forward to the yellow demarcation line and the frightening folds of barbed wire.
yellow,"178. Has more yellow on bill than smaller Bewick's Swan, reaching below nostril at an acute angle."
